disease_name,year,week,week_date,male_count,female_count,total_count,sentinel_points,data_type
突発性発しん,2005,41,2005-W41,32,37,69,142,gender
ヘルパンギーナ,2005,41,2005-W41,15,17,32,142,gender
流行性耳下腺炎,2005,41,2005-W41,64,66,130,142,gender
川崎病,2005,41,2005-W41,0,0,0,142,gender
インフルエンザ,2007,32,2007-W32,0,1,1,262,gender
RSウイルス感染症,2007,32,2007-W32,2,1,3,142,gender
咽頭結膜熱,2007,32,2007-W32,41,22,63,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2007,32,2007-W32,62,56,118,142,gender
感染性胃腸炎,2007,32,2007-W32,225,189,414,142,gender
水痘,2007,32,2007-W32,37,30,67,142,gender
手足口病,2007,32,2007-W32,159,129,288,142,gender
突発性発しん,2007,32,2007-W32,36,50,86,142,gender
ヘルパンギーナ,2007,32,2007-W32,288,264,552,142,gender
流行性耳下腺炎,2007,32,2007-W32,23,16,39,142,gender
川崎病,2007,32,2007-W32,3,2,5,142,gender
インフルエンザ,2000,14,2000-W14,5,4,9,178,gender
RSウイルス感染症,2000,14,2000-W14,0,0,0,142,gender
咽頭結膜熱,2000,14,2000-W14,0,1,1,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2000,14,2000-W14,34,25,59,142,gender
感染性胃腸炎,2000,14,2000-W14,415,388,803,142,gender
水痘,2000,14,2000-W14,83,88,171,142,gender
手足口病,2000,14,2000-W14,6,6,12,142,gender
突発性発しん,2000,14,2000-W14,37,34,71,142,gender
ヘルパンギーナ,2000,14,2000-W14,6,4,10,142,gender
流行性耳下腺炎,2000,14,2000-W14,36,38,74,142,gender
川崎病,2000,14,2000-W14,1,1,2,142,gender
インフルエンザ,2012,20,2012-W20,50,41,91,416,gender
RSウイルス感染症,2012,20,2012-W20,14,12,26,261,gender
咽頭結膜熱,2012,20,2012-W20,43,50,93,261,gender
Ａ群溶血性レンサ球菌咽頭炎,2012,20,2012-W20,465,383,848,261,gender
感染性胃腸炎,2012,20,2012-W20,1175,1106,2281,261,gender
水痘,2012,20,2012-W20,112,97,209,261,gender
手足口病,2012,20,2012-W20,14,15,29,261,gender
突発性発しん,2012,20,2012-W20,107,93,200,261,gender
ヘルパンギーナ,2012,20,2012-W20,6,10,16,261,gender
流行性耳下腺炎,2012,20,2012-W20,41,34,75,261,gender
川崎病,2012,20,2012-W20,1,1,2,261,gender
インフルエンザ,2014,27,2014-W27,3,1,4,410,gender
RSウイルス感染症,2014,27,2014-W27,6,3,9,262,gender
咽頭結膜熱,2014,27,2014-W27,97,94,191,262,gender
Ａ群溶血性レンサ球菌咽頭炎,2014,27,2014-W27,354,315,669,262,gender
感染性胃腸炎,2014,27,2014-W27,825,649,1474,262,gender
水痘,2014,27,2014-W27,97,96,193,262,gender
手足口病,2014,27,2014-W27,103,85,188,262,gender
突発性発しん,2014,27,2014-W27,108,104,212,262,gender
ヘルパンギーナ,2014,27,2014-W27,624,595,1219,262,gender
流行性耳下腺炎,2014,27,2014-W27,43,53,96,262,gender
川崎病,2014,27,2014-W27,1,3,4,262,gender
インフルエンザ,2018,19,2018-W19,58,35,93,418,gender
RSウイルス感染症,2018,19,2018-W19,20,13,33,264,gender
咽頭結膜熱,2018,19,2018-W19,59,57,116,264,gender
Ａ群溶血性レンサ球菌咽頭炎,2018,19,2018-W19,480,431,911,264,gender
感染性胃腸炎,2018,19,2018-W19,1011,811,1822,264,gender
水痘,2018,19,2018-W19,68,54,122,264,gender
手足口病,2018,19,2018-W19,15,13,28,264,gender
突発性発しん,2018,19,2018-W19,106,109,215,264,gender
ヘルパンギーナ,2018,19,2018-W19,3,3,6,264,gender
流行性耳下腺炎,2018,19,2018-W19,22,6,28,264,gender
川崎病,2018,19,2018-W19,1,2,3,264,gender
インフルエンザ,2015,49,2015-W49,45,34,79,413,gender
RSウイルス感染症,2015,49,2015-W49,185,165,350,259,gender
咽頭結膜熱,2015,49,2015-W49,72,49,121,259,gender
Ａ群溶血性レンサ球菌咽頭炎,2015,49,2015-W49,465,383,848,259,gender
感染性胃腸炎,2015,49,2015-W49,1590,1527,3117,259,gender
水痘,2015,49,2015-W49,120,93,213,259,gender
手足口病,2015,49,2015-W49,21,21,42,259,gender
突発性発しん,2015,49,2015-W49,90,52,142,259,gender
ヘルパンギーナ,2015,49,2015-W49,9,6,15,259,gender
流行性耳下腺炎,2015,49,2015-W49,71,84,155,259,gender
川崎病,2015,49,2015-W49,6,0,6,259,gender
インフルエンザ,2009,30,2009-W30,40,42,82,287,gender
RSウイルス感染症,2009,30,2009-W30,7,0,7,149,gender
咽頭結膜熱,2009,30,2009-W30,22,13,35,149,gender
Ａ群溶血性レンサ球菌咽頭炎,2009,30,2009-W30,72,47,119,149,gender
感染性胃腸炎,2009,30,2009-W30,213,224,437,149,gender
水痘,2009,30,2009-W30,45,34,79,149,gender
手足口病,2009,30,2009-W30,105,82,187,149,gender
突発性発しん,2009,30,2009-W30,48,46,94,149,gender
ヘルパンギーナ,2009,30,2009-W30,83,84,167,149,gender
流行性耳下腺炎,2009,30,2009-W30,73,71,144,149,gender
川崎病,2009,30,2009-W30,0,2,2,149,gender
インフルエンザ,2006,13,2006-W13,79,85,164,178,gender
RSウイルス感染症,2006,13,2006-W13,4,2,6,142,gender
咽頭結膜熱,2006,13,2006-W13,23,28,51,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2006,13,2006-W13,120,100,220,142,gender
感染性胃腸炎,2006,13,2006-W13,413,399,812,142,gender
水痘,2006,13,2006-W13,94,95,189,142,gender
手足口病,2006,13,2006-W13,0,1,1,142,gender
突発性発しん,2006,13,2006-W13,44,42,86,142,gender
ヘルパンギーナ,2006,13,2006-W13,5,5,10,142,gender
流行性耳下腺炎,2006,13,2006-W13,50,43,93,142,gender
川崎病,2006,13,2006-W13,1,1,2,142,gender
インフルエンザ,2019,49,2019-W49,2125,2168,4293,415,gender
RSウイルス感染症,2019,49,2019-W49,37,21,58,261,gender
咽頭結膜熱,2019,49,2019-W49,75,66,141,261,gender
Ａ群溶血性レンサ球菌咽頭炎,2019,49,2019-W49,509,439,948,261,gender
感染性胃腸炎,2019,49,2019-W49,1015,907,1922,261,gender
水痘,2019,49,2019-W49,84,80,164,261,gender
手足口病,2019,49,2019-W49,199,175,374,261,gender
突発性発しん,2019,49,2019-W49,47,51,98,261,gender
ヘルパンギーナ,2019,49,2019-W49,22,21,43,261,gender
流行性耳下腺炎,2019,49,2019-W49,6,9,15,261,gender
川崎病,2019,49,2019-W49,3,3,6,261,gender
インフルエンザ,2014,19,2014-W19,82,56,138,415,gender
RSウイルス感染症,2014,19,2014-W19,11,3,14,263,gender
咽頭結膜熱,2014,19,2014-W19,53,36,89,263,gender
Ａ群溶血性レンサ球菌咽頭炎,2014,19,2014-W19,273,239,512,263,gender
感染性胃腸炎,2014,19,2014-W19,755,676,1431,263,gender
水痘,2014,19,2014-W19,154,126,280,263,gender
手足口病,2014,19,2014-W19,13,12,25,263,gender
突発性発しん,2014,19,2014-W19,88,80,168,263,gender
ヘルパンギーナ,2014,19,2014-W19,5,5,10,263,gender
流行性耳下腺炎,2014,19,2014-W19,27,15,42,263,gender
川崎病,2014,19,2014-W19,2,1,3,263,gender
インフルエンザ,2005,30,2005-W30,0,1,1,178,gender
RSウイルス感染症,2005,30,2005-W30,5,2,7,142,gender
咽頭結膜熱,2005,30,2005-W30,61,47,108,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2005,30,2005-W30,66,44,110,142,gender
感染性胃腸炎,2005,30,2005-W30,168,152,320,142,gender
水痘,2005,30,2005-W30,58,48,106,142,gender
手足口病,2005,30,2005-W30,102,82,184,142,gender
突発性発しん,2005,30,2005-W30,40,36,76,142,gender
ヘルパンギーナ,2005,30,2005-W30,228,207,435,142,gender
流行性耳下腺炎,2005,30,2005-W30,120,103,223,142,gender
川崎病,2005,30,2005-W30,4,0,4,142,gender
インフルエンザ,2007,43,2007-W43,66,46,112,287,gender
RSウイルス感染症,2007,43,2007-W43,18,11,29,149,gender
咽頭結膜熱,2007,43,2007-W43,9,11,20,149,gender
Ａ群溶血性レンサ球菌咽頭炎,2007,43,2007-W43,109,94,203,149,gender
感染性胃腸炎,2007,43,2007-W43,305,267,572,149,gender
水痘,2007,43,2007-W43,38,36,74,149,gender
手足口病,2007,43,2007-W43,42,38,80,149,gender
突発性発しん,2007,43,2007-W43,57,43,100,149,gender
ヘルパンギーナ,2007,43,2007-W43,23,11,34,149,gender
流行性耳下腺炎,2007,43,2007-W43,9,16,25,149,gender
川崎病,2007,43,2007-W43,0,0,0,149,gender
インフルエンザ,2019,6,2019-W06,5048,5373,10421,414,gender
RSウイルス感染症,2019,6,2019-W06,23,18,41,261,gender
咽頭結膜熱,2019,6,2019-W06,28,17,45,261,gender
Ａ群溶血性レンサ球菌咽頭炎,2019,6,2019-W06,301,279,580,261,gender
感染性胃腸炎,2019,6,2019-W06,915,904,1819,261,gender
水痘,2019,6,2019-W06,49,58,107,261,gender
手足口病,2019,6,2019-W06,23,14,37,261,gender
突発性発しん,2019,6,2019-W06,40,36,76,261,gender
ヘルパンギーナ,2019,6,2019-W06,1,5,6,261,gender
流行性耳下腺炎,2019,6,2019-W06,8,5,13,261,gender
川崎病,2019,6,2019-W06,1,2,3,261,gender
インフルエンザ,2018,27,2018-W27,7,21,28,417,gender
RSウイルス感染症,2018,27,2018-W27,49,41,90,263,gender
咽頭結膜熱,2018,27,2018-W27,102,68,170,263,gender
Ａ群溶血性レンサ球菌咽頭炎,2018,27,2018-W27,374,314,688,263,gender
感染性胃腸炎,2018,27,2018-W27,760,707,1467,263,gender
水痘,2018,27,2018-W27,44,54,98,263,gender
手足口病,2018,27,2018-W27,134,106,240,263,gender
突発性発しん,2018,27,2018-W27,98,82,180,263,gender
ヘルパンギーナ,2018,27,2018-W27,257,243,500,263,gender
流行性耳下腺炎,2018,27,2018-W27,13,20,33,263,gender
川崎病,2018,27,2018-W27,2,2,4,263,gender
インフルエンザ,2025,22,2025-W22,55,47,102,419,gender
新型コロナウイルス感染症（COVID-19）,2025,22,2025-W22,154,197,351,419,gender
RSウイルス感染症,2025,22,2025-W22,24,18,42,264,gender
咽頭結膜熱,2025,22,2025-W22,71,71,142,264,gender
Ａ群溶血性レンサ球菌咽頭炎,2025,22,2025-W22,607,474,1081,264,gender
感染性胃腸炎,2025,22,2025-W22,924,805,1729,264,gender
水痘,2025,22,2025-W22,140,141,281,264,gender
手足口病,2025,22,2025-W22,18,13,31,264,gender
突発性発しん,2025,22,2025-W22,60,38,98,264,gender
ヘルパンギーナ,2025,22,2025-W22,7,12,19,264,gender
流行性耳下腺炎,2025,22,2025-W22,14,12,26,264,gender
川崎病,2025,22,2025-W22,5,1,6,264,gender
インフルエンザ,2023,25,2023-W25,223,189,412,414,gender
新型コロナウイルス感染症（COVID-19）,2023,25,2023-W25,1252,1326,2578,414,gender
RSウイルス感染症,2023,25,2023-W25,358,342,700,260,gender
咽頭結膜熱,2023,25,2023-W25,63,48,111,260,gender
Ａ群溶血性レンサ球菌咽頭炎,2023,25,2023-W25,247,202,449,260,gender
感染性胃腸炎,2023,25,2023-W25,835,675,1510,260,gender
水痘,2023,25,2023-W25,22,26,48,260,gender
手足口病,2023,25,2023-W25,113,75,188,260,gender
突発性発しん,2023,25,2023-W25,25,32,57,260,gender
ヘルパンギーナ,2023,25,2023-W25,1047,968,2015,260,gender
流行性耳下腺炎,2023,25,2023-W25,11,9,20,260,gender
川崎病,2023,25,2023-W25,1,2,3,260,gender
インフルエンザ,2012,8,2012-W08,6953,7010,13963,419,gender
RSウイルス感染症,2012,8,2012-W08,26,25,51,264,gender
咽頭結膜熱,2012,8,2012-W08,27,25,52,264,gender
Ａ群溶血性レンサ球菌咽頭炎,2012,8,2012-W08,266,232,498,264,gender
感染性胃腸炎,2012,8,2012-W08,1090,976,2066,264,gender
水痘,2012,8,2012-W08,181,143,324,264,gender
手足口病,2012,8,2012-W08,3,2,5,264,gender
突発性発しん,2012,8,2012-W08,80,60,140,264,gender
ヘルパンギーナ,2012,8,2012-W08,3,2,5,264,gender
流行性耳下腺炎,2012,8,2012-W08,25,18,43,264,gender
川崎病,2012,8,2012-W08,2,3,5,264,gender
インフルエンザ,2017,4,2017-W04,8091,7983,16074,415,gender
RSウイルス感染症,2017,4,2017-W04,15,9,24,261,gender
咽頭結膜熱,2017,4,2017-W04,29,31,60,261,gender
Ａ群溶血性レンサ球菌咽頭炎,2017,4,2017-W04,271,216,487,261,gender
感染性胃腸炎,2017,4,2017-W04,819,789,1608,261,gender
水痘,2017,4,2017-W04,52,33,85,261,gender
手足口病,2017,4,2017-W04,8,6,14,261,gender
突発性発しん,2017,4,2017-W04,60,52,112,261,gender
ヘルパンギーナ,2017,4,2017-W04,2,0,2,261,gender
流行性耳下腺炎,2017,4,2017-W04,43,25,68,261,gender
川崎病,2017,4,2017-W04,3,1,4,261,gender
インフルエンザ,2003,37,2003-W37,0,0,0,178,gender
RSウイルス感染症,2003,37,2003-W37,0,0,0,142,gender
咽頭結膜熱,2003,37,2003-W37,8,11,19,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2003,37,2003-W37,13,19,32,142,gender
感染性胃腸炎,2003,37,2003-W37,170,120,290,142,gender
水痘,2003,37,2003-W37,30,21,51,142,gender
手足口病,2003,37,2003-W37,54,51,105,142,gender
突発性発しん,2003,37,2003-W37,46,44,90,142,gender
ヘルパンギーナ,2003,37,2003-W37,62,54,116,142,gender
流行性耳下腺炎,2003,37,2003-W37,7,9,16,142,gender
川崎病,2003,37,2003-W37,0,1,1,142,gender
インフルエンザ,2020,38,2020-W38,0,0,0,404,gender
RSウイルス感染症,2020,38,2020-W38,0,0,0,253,gender
咽頭結膜熱,2020,38,2020-W38,8,9,17,253,gender
Ａ群溶血性レンサ球菌咽頭炎,2020,38,2020-W38,67,46,113,253,gender
感染性胃腸炎,2020,38,2020-W38,296,265,561,253,gender
水痘,2020,38,2020-W38,30,12,42,253,gender
手足口病,2020,38,2020-W38,17,12,29,253,gender
突発性発しん,2020,38,2020-W38,69,75,144,253,gender
ヘルパンギーナ,2020,38,2020-W38,14,13,27,253,gender
流行性耳下腺炎,2020,38,2020-W38,11,6,17,253,gender
川崎病,2020,38,2020-W38,1,1,2,253,gender
インフルエンザ,2001,44,2001-W44,2,1,3,178,gender
RSウイルス感染症,2001,44,2001-W44,0,0,0,142,gender
咽頭結膜熱,2001,44,2001-W44,7,3,10,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2001,44,2001-W44,27,30,57,142,gender
感染性胃腸炎,2001,44,2001-W44,183,209,392,142,gender
水痘,2001,44,2001-W44,36,27,63,142,gender
手足口病,2001,44,2001-W44,23,14,37,142,gender
突発性発しん,2001,44,2001-W44,38,33,71,142,gender
ヘルパンギーナ,2001,44,2001-W44,6,2,8,142,gender
流行性耳下腺炎,2001,44,2001-W44,36,48,84,142,gender
川崎病,2001,44,2001-W44,0,0,0,142,gender
インフルエンザ,2000,25,2000-W25,0,0,0,178,gender
RSウイルス感染症,2000,25,2000-W25,0,0,0,142,gender
咽頭結膜熱,2000,25,2000-W25,8,3,11,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2000,25,2000-W25,48,39,87,142,gender
感染性胃腸炎,2000,25,2000-W25,222,188,410,142,gender
水痘,2000,25,2000-W25,85,77,162,142,gender
手足口病,2000,25,2000-W25,133,117,250,142,gender
突発性発しん,2000,25,2000-W25,52,40,92,142,gender
ヘルパンギーナ,2000,25,2000-W25,198,203,401,142,gender
流行性耳下腺炎,2000,25,2000-W25,62,49,111,142,gender
川崎病,2000,25,2000-W25,0,2,2,142,gender
インフルエンザ,2012,7,2012-W07,8660,8540,17200,418,gender
RSウイルス感染症,2012,7,2012-W07,38,25,63,263,gender
咽頭結膜熱,2012,7,2012-W07,33,17,50,263,gender
Ａ群溶血性レンサ球菌咽頭炎,2012,7,2012-W07,291,231,522,263,gender
感染性胃腸炎,2012,7,2012-W07,1139,950,2089,263,gender
水痘,2012,7,2012-W07,152,149,301,263,gender
手足口病,2012,7,2012-W07,8,1,9,263,gender
突発性発しん,2012,7,2012-W07,65,68,133,263,gender
ヘルパンギーナ,2012,7,2012-W07,0,1,1,263,gender
流行性耳下腺炎,2012,7,2012-W07,35,31,66,263,gender
川崎病,2012,7,2012-W07,2,1,3,263,gender
インフルエンザ,2020,37,2020-W37,0,0,0,412,gender
RSウイルス感染症,2020,37,2020-W37,3,0,3,259,gender
咽頭結膜熱,2020,37,2020-W37,10,17,27,259,gender
Ａ群溶血性レンサ球菌咽頭炎,2020,37,2020-W37,60,47,107,259,gender
感染性胃腸炎,2020,37,2020-W37,321,267,588,259,gender
水痘,2020,37,2020-W37,11,4,15,259,gender
手足口病,2020,37,2020-W37,15,13,28,259,gender
突発性発しん,2020,37,2020-W37,79,71,150,259,gender
ヘルパンギーナ,2020,37,2020-W37,14,19,33,259,gender
流行性耳下腺炎,2020,37,2020-W37,10,5,15,259,gender
川崎病,2020,37,2020-W37,2,1,3,259,gender
インフルエンザ,2012,11,2012-W11,3333,3308,6641,415,gender
RSウイルス感染症,2012,11,2012-W11,25,20,45,261,gender
咽頭結膜熱,2012,11,2012-W11,33,16,49,261,gender
Ａ群溶血性レンサ球菌咽頭炎,2012,11,2012-W11,294,231,525,261,gender
感染性胃腸炎,2012,11,2012-W11,1113,1035,2148,261,gender
水痘,2012,11,2012-W11,157,124,281,261,gender
手足口病,2012,11,2012-W11,2,0,2,261,gender
突発性発しん,2012,11,2012-W11,60,61,121,261,gender
ヘルパンギーナ,2012,11,2012-W11,1,1,2,261,gender
流行性耳下腺炎,2012,11,2012-W11,23,17,40,261,gender
川崎病,2012,11,2012-W11,5,3,8,261,gender
インフルエンザ,2022,44,2022-W44,17,14,31,410,gender
RSウイルス感染症,2022,44,2022-W44,84,94,178,259,gender
咽頭結膜熱,2022,44,2022-W44,11,11,22,259,gender
Ａ群溶血性レンサ球菌咽頭炎,2022,44,2022-W44,28,16,44,259,gender
感染性胃腸炎,2022,44,2022-W44,502,422,924,259,gender
水痘,2022,44,2022-W44,10,12,22,259,gender
手足口病,2022,44,2022-W44,99,71,170,259,gender
突発性発しん,2022,44,2022-W44,37,39,76,259,gender
ヘルパンギーナ,2022,44,2022-W44,20,16,36,259,gender
流行性耳下腺炎,2022,44,2022-W44,9,8,17,259,gender
川崎病,2022,44,2022-W44,1,2,3,259,gender
インフルエンザ,2003,38,2003-W38,0,0,0,178,gender
RSウイルス感染症,2003,38,2003-W38,0,0,0,142,gender
咽頭結膜熱,2003,38,2003-W38,10,7,17,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2003,38,2003-W38,21,19,40,142,gender
感染性胃腸炎,2003,38,2003-W38,154,135,289,142,gender
水痘,2003,38,2003-W38,28,19,47,142,gender
手足口病,2003,38,2003-W38,64,45,109,142,gender
突発性発しん,2003,38,2003-W38,45,38,83,142,gender
ヘルパンギーナ,2003,38,2003-W38,54,48,102,142,gender
流行性耳下腺炎,2003,38,2003-W38,16,7,23,142,gender
川崎病,2003,38,2003-W38,0,2,2,142,gender
インフルエンザ,2019,9,2019-W09,722,712,1434,413,gender
RSウイルス感染症,2019,9,2019-W09,42,31,73,259,gender
咽頭結膜熱,2019,9,2019-W09,24,19,43,259,gender
Ａ群溶血性レンサ球菌咽頭炎,2019,9,2019-W09,347,303,650,259,gender
感染性胃腸炎,2019,9,2019-W09,973,882,1855,259,gender
水痘,2019,9,2019-W09,52,49,101,259,gender
手足口病,2019,9,2019-W09,9,8,17,259,gender
突発性発しん,2019,9,2019-W09,59,44,103,259,gender
ヘルパンギーナ,2019,9,2019-W09,0,3,3,259,gender
流行性耳下腺炎,2019,9,2019-W09,7,5,12,259,gender
川崎病,2019,9,2019-W09,0,3,3,259,gender
インフルエンザ,2024,43,2024-W43,172,135,307,418,gender
新型コロナウイルス感染症（COVID-19）,2024,43,2024-W43,236,255,491,418,gender
RSウイルス感染症,2024,43,2024-W43,28,24,52,263,gender
咽頭結膜熱,2024,43,2024-W43,30,9,39,263,gender
Ａ群溶血性レンサ球菌咽頭炎,2024,43,2024-W43,278,221,499,263,gender
感染性胃腸炎,2024,43,2024-W43,375,348,723,263,gender
水痘,2024,43,2024-W43,31,31,62,263,gender
手足口病,2024,43,2024-W43,1276,1097,2373,263,gender
突発性発しん,2024,43,2024-W43,29,29,58,263,gender
ヘルパンギーナ,2024,43,2024-W43,43,27,70,263,gender
流行性耳下腺炎,2024,43,2024-W43,4,2,6,263,gender
川崎病,2024,43,2024-W43,0,0,0,263,gender
インフルエンザ,2014,16,2014-W16,602,587,1189,418,gender
RSウイルス感染症,2014,16,2014-W16,11,12,23,263,gender
咽頭結膜熱,2014,16,2014-W16,28,28,56,263,gender
Ａ群溶血性レンサ球菌咽頭炎,2014,16,2014-W16,311,275,586,263,gender
感染性胃腸炎,2014,16,2014-W16,995,928,1923,263,gender
水痘,2014,16,2014-W16,76,82,158,263,gender
手足口病,2014,16,2014-W16,2,5,7,263,gender
突発性発しん,2014,16,2014-W16,94,93,187,263,gender
ヘルパンギーナ,2014,16,2014-W16,3,1,4,263,gender
流行性耳下腺炎,2014,16,2014-W16,22,16,38,263,gender
川崎病,2014,16,2014-W16,3,5,8,263,gender
インフルエンザ,2019,46,2019-W46,400,428,828,413,gender
RSウイルス感染症,2019,46,2019-W46,29,33,62,260,gender
咽頭結膜熱,2019,46,2019-W46,58,43,101,260,gender
Ａ群溶血性レンサ球菌咽頭炎,2019,46,2019-W46,395,328,723,260,gender
感染性胃腸炎,2019,46,2019-W46,703,609,1312,260,gender
水痘,2019,46,2019-W46,71,53,124,260,gender
手足口病,2019,46,2019-W46,218,199,417,260,gender
突発性発しん,2019,46,2019-W46,64,82,146,260,gender
ヘルパンギーナ,2019,46,2019-W46,15,28,43,260,gender
流行性耳下腺炎,2019,46,2019-W46,6,10,16,260,gender
川崎病,2019,46,2019-W46,1,0,1,260,gender
インフルエンザ,2006,22,2006-W22,1,5,6,178,gender
RSウイルス感染症,2006,22,2006-W22,1,1,2,142,gender
咽頭結膜熱,2006,22,2006-W22,75,72,147,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2006,22,2006-W22,156,133,289,142,gender
感染性胃腸炎,2006,22,2006-W22,338,275,613,142,gender
水痘,2006,22,2006-W22,106,107,213,142,gender
手足口病,2006,22,2006-W22,22,13,35,142,gender
突発性発しん,2006,22,2006-W22,55,45,100,142,gender
ヘルパンギーナ,2006,22,2006-W22,204,151,355,142,gender
流行性耳下腺炎,2006,22,2006-W22,58,54,112,142,gender
川崎病,2006,22,2006-W22,5,2,7,142,gender
インフルエンザ,2004,51,2004-W51,55,54,109,178,gender
RSウイルス感染症,2004,51,2004-W51,14,11,25,142,gender
咽頭結膜熱,2004,51,2004-W51,15,18,33,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2004,51,2004-W51,75,56,131,142,gender
感染性胃腸炎,2004,51,2004-W51,1272,1272,2544,142,gender
水痘,2004,51,2004-W51,122,109,231,142,gender
手足口病,2004,51,2004-W51,50,46,96,142,gender
突発性発しん,2004,51,2004-W51,39,24,63,142,gender
ヘルパンギーナ,2004,51,2004-W51,10,3,13,142,gender
流行性耳下腺炎,2004,51,2004-W51,82,52,134,142,gender
川崎病,2004,51,2004-W51,1,1,2,142,gender
インフルエンザ,2018,28,2018-W28,14,8,22,411,gender
RSウイルス感染症,2018,28,2018-W28,88,63,151,260,gender
咽頭結膜熱,2018,28,2018-W28,92,62,154,260,gender
Ａ群溶血性レンサ球菌咽頭炎,2018,28,2018-W28,346,288,634,260,gender
感染性胃腸炎,2018,28,2018-W28,761,640,1401,260,gender
水痘,2018,28,2018-W28,43,36,79,260,gender
手足口病,2018,28,2018-W28,180,154,334,260,gender
突発性発しん,2018,28,2018-W28,91,76,167,260,gender
ヘルパンギーナ,2018,28,2018-W28,430,387,817,260,gender
流行性耳下腺炎,2018,28,2018-W28,25,13,38,260,gender
川崎病,2018,28,2018-W28,2,1,3,260,gender
インフルエンザ,2008,51,2008-W51,597,540,1137,284,gender
RSウイルス感染症,2008,51,2008-W51,28,22,50,148,gender
咽頭結膜熱,2008,51,2008-W51,33,19,52,148,gender
Ａ群溶血性レンサ球菌咽頭炎,2008,51,2008-W51,241,216,457,148,gender
感染性胃腸炎,2008,51,2008-W51,1321,1357,2678,148,gender
水痘,2008,51,2008-W51,130,122,252,148,gender
手足口病,2008,51,2008-W51,29,27,56,148,gender
突発性発しん,2008,51,2008-W51,44,48,92,148,gender
ヘルパンギーナ,2008,51,2008-W51,6,7,13,148,gender
流行性耳下腺炎,2008,51,2008-W51,57,43,100,148,gender
川崎病,2008,51,2008-W51,2,0,2,148,gender
インフルエンザ,2014,28,2014-W28,0,1,1,413,gender
RSウイルス感染症,2014,28,2014-W28,16,16,32,262,gender
咽頭結膜熱,2014,28,2014-W28,92,68,160,262,gender
Ａ群溶血性レンサ球菌咽頭炎,2014,28,2014-W28,335,310,645,262,gender
感染性胃腸炎,2014,28,2014-W28,702,646,1348,262,gender
水痘,2014,28,2014-W28,93,94,187,262,gender
手足口病,2014,28,2014-W28,150,135,285,262,gender
突発性発しん,2014,28,2014-W28,102,107,209,262,gender
ヘルパンギーナ,2014,28,2014-W28,980,887,1867,262,gender
流行性耳下腺炎,2014,28,2014-W28,53,46,99,262,gender
川崎病,2014,28,2014-W28,3,0,3,262,gender
インフルエンザ,2017,35,2017-W35,26,32,58,413,gender
RSウイルス感染症,2017,35,2017-W35,420,402,822,259,gender
咽頭結膜熱,2017,35,2017-W35,72,49,121,259,gender
Ａ群溶血性レンサ球菌咽頭炎,2017,35,2017-W35,143,135,278,259,gender
感染性胃腸炎,2017,35,2017-W35,447,425,872,259,gender
水痘,2017,35,2017-W35,16,18,34,259,gender
手足口病,2017,35,2017-W35,1198,970,2168,259,gender
突発性発しん,2017,35,2017-W35,75,62,137,259,gender
ヘルパンギーナ,2017,35,2017-W35,224,217,441,259,gender
流行性耳下腺炎,2017,35,2017-W35,25,21,46,259,gender
川崎病,2017,35,2017-W35,2,1,3,259,gender
インフルエンザ,2025,13,2025-W13,387,411,798,418,gender
新型コロナウイルス感染症（COVID-19）,2025,13,2025-W13,382,423,805,418,gender
RSウイルス感染症,2025,13,2025-W13,67,58,125,263,gender
咽頭結膜熱,2025,13,2025-W13,14,11,25,263,gender
Ａ群溶血性レンサ球菌咽頭炎,2025,13,2025-W13,354,235,589,263,gender
感染性胃腸炎,2025,13,2025-W13,1071,999,2070,263,gender
水痘,2025,13,2025-W13,73,79,152,263,gender
手足口病,2025,13,2025-W13,9,5,14,263,gender
突発性発しん,2025,13,2025-W13,23,33,56,263,gender
ヘルパンギーナ,2025,13,2025-W13,1,1,2,263,gender
流行性耳下腺炎,2025,13,2025-W13,8,11,19,263,gender
川崎病,2025,13,2025-W13,3,1,4,263,gender
インフルエンザ,2015,46,2015-W46,32,29,61,411,gender
RSウイルス感染症,2015,46,2015-W46,166,144,310,259,gender
咽頭結膜熱,2015,46,2015-W46,41,48,89,259,gender
Ａ群溶血性レンサ球菌咽頭炎,2015,46,2015-W46,358,297,655,259,gender
感染性胃腸炎,2015,46,2015-W46,1000,871,1871,259,gender
水痘,2015,46,2015-W46,73,69,142,259,gender
手足口病,2015,46,2015-W46,34,23,57,259,gender
突発性発しん,2015,46,2015-W46,78,65,143,259,gender
ヘルパンギーナ,2015,46,2015-W46,6,4,10,259,gender
流行性耳下腺炎,2015,46,2015-W46,79,62,141,259,gender
川崎病,2015,46,2015-W46,1,2,3,259,gender
インフルエンザ,2018,16,2018-W16,184,190,374,417,gender
RSウイルス感染症,2018,16,2018-W16,42,48,90,264,gender
咽頭結膜熱,2018,16,2018-W16,29,35,64,264,gender
